"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","609","API 12: MasterData - Models","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","608","API 11: MasterData - Brands","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","474","API 13: MasterData - Years","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","406","API 19: MasterData - Punch-in Sub-Reasons","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","438","API 20: MasterData - Punch-in Meeting Reasons","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","570","API 16: MasterData - Tehsils","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","762","API 15: MasterData - Districts","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","337","API 2: Create User","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","197","API 5: Get Users","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","491","API 21: MasterData - Lenders","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","1918","API 6: Monthly Performance Overview","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","527","API 18: MasterData - Punch-in Reasons","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","542","API 17: MasterData - Lead Source","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","523","API 8: PDD Pendency Summary","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","536","API 9: Incentive Eligibility and Fuel Allowance","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","517","API 22: MasterData - Partner Types","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","366","API 3: Login User","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","534","API 1: Get Users","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","513","API 7: Attendance Summary","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","586","API 10: MasterData - Vehicles","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","594","API 14: MasterData - States","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","308","API 4: Delete User","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
"","523","API 23: MasterData - Mitigants","","2026-07-15","passed","2026-07-15","","🔐 Dynamic API Tests from CSV","",""
