"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1249","[145/202] Status & Redirection for /daily-target/show/{target_id?}","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1155","[135/202] Status & Redirection for /partner/edit/{partner}","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1238","[120/202] Status & Redirection for /lead/mobile-lead-status","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","5956","TC03 - Verify Center Filter","","2026-09-04","passed","2026-09-04","","Center Data Report","",""
"","1760","[1/202] Status & Redirection for /","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1378","[112/202] Status & Redirection for /import/download/sample-payout/{id}","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1239","[17/202] Status & Redirection for /fuel-incentive-configs","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1238","[74/202] Status & Redirection for /transactions/payments","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1210","[153/202] Status & Redirection for /payments/out-flow/{payment}","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1069","[81/202] Status & Redirection for /reports/partner-lead-vs-status","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1894","[105/202] Status & Redirection for /reports/fo-productivity","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","4108","TC09 - Verify Fill and Submit Add New Employee Account Modal","","2026-09-04","passed","2026-09-04","","HR Point - All Employee Account Filters & Creation","",""
"","1087","[170/202] Status & Redirection for /tasks/get-notification-tasks","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","1402","[113/202] Status & Redirection for /center/centers-data","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","3582","TC05 - Verify Field Officer Filter","","2026-09-04","passed","2026-09-04","","Status v/s TAT Report Filters","",""
"","2845","TC04 - Verify CH Filter","","2026-09-04","passed","2026-09-04","","Status v/s TAT Report Filters","",""
"","1358","[194/202] Status & Redirection for /acl/roles","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
"","4507","TC03 - Verify State Filter","","2026-09-04","passed","2026-09-04","","HR Point - State Wise Query Report Filters","",""
"","1221","TC01 - Verify Date Range Filter","","2026-09-04","passed","2026-09-04","","TVS Dashboard Report","",""
"","1144","[189/202] Status & Redirection for /referrals-earn/create","","2026-09-04","passed","2026-09-04","","URL Redirection and Status Code Capture","",""
