"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","560","API 2: Create User","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","499","API 3: Login User","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","474","API 15: MasterData - Districts","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","625","API 19: MasterData - Punch-in Sub-Reasons","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","671","API 9: Incentive Eligibility and Fuel Allowance","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","1460","API 1: Get Users","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","660","API 17: MasterData - Lead Source","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","485","API 20: MasterData - Punch-in Meeting Reasons","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","1242","API 16: MasterData - Tehsils","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","605","API 13: MasterData - Years","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","511","API 8: PDD Pendency Summary","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","1750","API 6: Monthly Performance Overview","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","709","API 18: MasterData - Punch-in Reasons","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","478","API 21: MasterData - Lenders","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","570","API 10: MasterData - Vehicles","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","577","API 11: MasterData - Brands","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","656","API 12: MasterData - Models","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","434","API 4: Delete User","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","523","API 7: Attendance Summary","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","396","API 22: MasterData - Partner Types","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","525","API 23: MasterData - Mitigants","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","539","API 14: MasterData - States","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
"","233","API 5: Get Users","","2026-07-16","passed","2026-07-16","","🔐 Dynamic API Tests from CSV","",""
