"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","543","[169/202] Status & Redirection for /tasks/all","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","10387","TestCase 9.7: Upload RC Proof","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","6024","TC03 - Verify Cluster Head Filter & Table Render","","2026-09-24","passed","2026-09-24","","FO Report - Functional, Negative & Edge Case Validations","",""
"","582","[188/202] Status & Redirection for /referrals-earn","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","10224","TestCase 9.20: Select Loan Payment Account (Agrowheels)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","768","[145/202] Status & Redirection for /daily-target/show/{target_id?}","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","649","[183/202] Status & Redirection for /raise-queries","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","5258","TC06 - Verify CH / Reporting Manager Filter & Table Render","","2026-09-24","passed","2026-09-24","","Monthly Partner Report - Functional, Negative & Edge Case Validations","",""
"","3633","TC03 - Verify Cluster Head Filter","","2026-09-24","passed","2026-09-24","","Last Login Report Filters","",""
"","761","[12/202] Status & Redirection for /daily-target/all","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","2099","TC09 - Edge Case: Direct URL with Malformed Query Parameters","","2026-09-24","passed","2026-09-24","","Monthly Employee Report - Functional, Negative & Edge Case Validations","",""
"","10352","TestCase 8.14: OPS Form - Select RC Mismatch (No)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","10272","TestCase 9.19: Select Frequency (Monthly)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","8570","TC05 - Verify Status Filter","","2026-09-24","passed","2026-09-24","","Last Login Report Filters","",""
"","797","[153/202] Status & Redirection for /payments/out-flow/{payment}","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","10347","TestCase 8.9: OPS Form - Select Permit (Not Required)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","2405","TC07 - Verify Source Filter","","2026-09-24","passed","2026-09-24","","Product Disbursal Report","",""
"","10209","TestCase 6.2: FI to Login - Loan Amount Negative Validation (Below minimum: 5 < 10)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","538","[36/202] Status & Redirection for /payouts/all","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","744","[106/202] Status & Redirection for /export/all","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","897","[127/202] Status & Redirection for /lead/create-mahindra-lead","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","1000","TC08 - Negative/Edge: Gracefully handle malformed or invalid query parameters","","2026-09-24","passed","2026-09-24","","CH/FO State-Wise Product Disbursal Report","",""
"","5787","TC03 - Verify Field Officer Filter","","2026-09-24","passed","2026-09-24","","CH/FO State-Wise Product Disbursal Report","",""
"","10371","TestCase 8.7: OPS Form - Select Hypothecation (No)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","815","[34/202] Status & Redirection for /payments/all","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","732","[83/202] Status & Redirection for /reports/vehicleDisbursalReport","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","537","[133/202] Status & Redirection for /partner/all","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","20274","TestCase 4.5: Verify Lead Created Successfully","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","938","[92/202] Status & Redirection for /reports/lender-wise-funnel","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","10230","TestCase 5.6: Enter CIBIL Score (750)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","628","[3/202] Status & Redirection for /acl/permission","","2026-09-24","passed","2026-09-24","","URL Redirection and Status Code Capture","",""
"","10428","TestCase 2.7: Enter Registration Number","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","39920","TestCase 8.2: Search and Open Lead by Mobile Number","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-24","passed","2026-09-24","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
