"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","998","should capture status code for /raise-queries/user-query-report","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","829","should capture status code for /payments/in-flow-verify/{payment_in_flow}","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","6100","TC06 - Verify Multiple Filters Together","","2026-07-22","passed","2026-07-22","","TVS Dashboard Report","",""
"","5528","TC02 - Verify State Filter","","2026-07-22","passed","2026-07-22","","Status v/s TAT Report Filters","",""
"","873","should capture status code for /lead/website-leads","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","43156","LoanAmount_filter","","2026-07-22","passed","2026-07-22","","","",""
"","933","should capture status code for /lead/ops-check-pending/{lead}","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","9159","TC06 - Verify Cluster Head Filter","","2026-07-22","passed","2026-07-22","","Partner Filter","",""
"","962","should capture status code for /reports/mom-lender-disbursal","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","7747","TC02 - Verify Partner Type Filter","","2026-07-22","passed","2026-07-22","","Partner Filter","",""
"","17092","TC01 - Fill Pre-Onboarding Form","","2026-07-22","passed","2026-07-22","","Create Pre-Onboarding Partner","",""
"","692","should capture status code for /payments/out-flow-verify-{step}/{payment_detail}","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","884","should capture status code for /raise-queries/state-query-report","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","3124","TC05 - Verify Field Officer Filter","","2026-07-22","passed","2026-07-22","","Status v/s TAT Report Filters","",""
"","618","should capture status code for /acl/permissions/delete/{id}","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","3163","TC07 - Verify Source Filter","","2026-07-22","passed","2026-07-22","","Product Disbursal Report","",""
"","13603","TC05 - Create Partner Successfully","","2026-07-22","passed","2026-07-22","","Create Partner","",""
"","787","should capture status code for /tasks/all","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","839","should capture status code for /get-user-history","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","983","should capture status code for /payments/out-flow-confirm/{payment_detail}","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","903","should capture status code for /payments/employeeAccount","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","934","should capture status code for /reports/tvs-dashboard","","2026-07-22","passed","2026-07-22","","URL Redirection and Status Code Capture","",""
"","36998","Verify create user functionality for State head","","2026-07-22","passed","2026-07-22","","User Form - Create User Validation","",""
