"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1276","[93/202] Status & Redirection for /reports/partner-performance-dashboard","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","280","TC02 - Submit Form","","2026-08-27","passed","2026-08-27","","Create Pre-Onboarding Partner","",""
"","5689","TC10 - Verify Mobile Verified Filter","","2026-08-27","passed","2026-08-27","","Partner Filter","",""
"","1494","[162/202] Status & Redirection for /payments/vms/show/{transaction_integration}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1509","[3/202] Status & Redirection for /acl/permission","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","4250","TC01 - Verify Year Filter","","2026-08-27","passed","2026-08-27","","FO Productivity Report","",""
"","1173","[72/202] Status & Redirection for /tasks/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1282","[146/202] Status & Redirection for /daily-target/generate-report","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","5987","TC07 - Verify Status Filter","","2026-08-27","passed","2026-08-27","","Monthly Employee Report Filters","",""
"","1365","[97/202] Status & Redirection for /reports/all-lead-data","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","8905","TC02 - Verify Name Filter","","2026-08-27","passed","2026-08-27","","Finance Point Report","",""
"","4034","TC09 - Verify Reset Filter","","2026-08-27","passed","2026-08-27","","Monthly Employee Report Filters","",""
"","1982","Reset Filter","","2026-08-27","passed","2026-08-27","","Last Login Report Filters","",""
"","1635","[43/202] Status & Redirection for /raise-queries/state-query-report","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1368","[194/202] Status & Redirection for /acl/roles","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","2592","TC04 - Verify State Filter","","2026-08-27","passed","2026-08-27","","Pre-Onboarding Filter Verification","",""
"","1264","[54/202] Status & Redirection for /reports/lenderwise-lmtd-vs-mtd","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1418","[96/202] Status & Redirection for /reports/all-user-data","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1337","[48/202] Status & Redirection for /reports/fo-productivity","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1379","[62/202] Status & Redirection for /reports/monthlyPartnerReport","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","974","[143/202] Status & Redirection for /daily-target","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","6626","TC03 - Verify State Filter","","2026-08-27","passed","2026-08-27","","Partner Summary Filter","",""
"","6026","TC06 - Verify Cluster Head Filter","","2026-08-27","passed","2026-08-27","","Partner Filter","",""
"","1312","[107/202] Status & Redirection for /export/download/{id}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1619","[135/202] Status & Redirection for /partner/edit/{partner}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1511","[168/202] Status & Redirection for /referrals/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1293","[137/202] Status & Redirection for /pre_partner/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","66560","TC04 - Upload KYC Documents","","2026-08-27","passed","2026-08-27","","Create Partner","",""
"","1215","[153/202] Status & Redirection for /payments/out-flow/{payment}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1270","[69/202] Status & Redirection for /reports/tvs-dashboard","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","4952","TC03 - Verify Partner Creation","","2026-08-27","passed","2026-08-27","","Create Pre-Onboarding Partner","",""
"","1333","[94/202] Status & Redirection for /reports/tvs-dashboard","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1","TC06 - Verify Platform Filter","","2026-08-27","skipped","2026-08-27","","Partner Report Filters","",""
"","1021","[81/202] Status & Redirection for /reports/partner-lead-vs-status","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1422","[190/202] Status & Redirection for /referrals-earn/get-comments","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1328","[149/202] Status & Redirection for /geo-tracking/validate-punch-interval","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1059","[80/202] Status & Redirection for /reports/fo-vs-status","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1359","[131/202] Status & Redirection for /general_controller/get-additional-options","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","4503","TC04 - Verify Data Type Filter","","2026-08-27","passed","2026-08-27","","Monthly Partner Report Filters","",""
"","3902","TC03 - Verify Reporting Manager Filter","","2026-08-27","passed","2026-08-27","","LMTD vs MTD Report Filters","",""
"","3422","TC07 - Verify FO/SPOC Filter","","2026-08-27","passed","2026-08-27","","Monthly Partner Report Filters","",""
"","1654","[113/202] Status & Redirection for /center/centers-data","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1937","TC06 - Verify Reset Filter","","2026-08-27","passed","2026-08-27","","FO Productivity Report","",""
"","1311","[106/202] Status & Redirection for /export/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1575","[8/202] Status & Redirection for /after-disbursal/state-head-case-remarks","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","2137","[7/202] Status & Redirection for /after-disbursal/critical-case-report-state-wise","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","958","[200/202] Status & Redirection for /document/transaction-receipt/{transaction_id}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1411","[124/202] Status & Redirection for /lead/ops-check-raise/{lead}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1011","[192/202] Status & Redirection for /acl/permissions/edit/{id}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1418","[28/202] Status & Redirection for /lead/pl/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1234","[185/202] Status & Redirection for /raise-queries/user-query-report","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1318","[178/202] Status & Redirection for /post-sale/ops-leads","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1409","[172/202] Status & Redirection for /docs/all-pending-docs","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","7989","TC01 - Verify Date Range Filter","","2026-08-27","passed","2026-08-27","","TVS Dashboard Report","",""
"","3512","TC02 - Verify Lender Filter","","2026-08-27","passed","2026-08-27","","MoM State-Wise Disbursal Report","",""
"","3926","TC06 - Verify Field Officer Filter","","2026-08-27","passed","2026-08-27","","Monthly Employee Report Filters","",""
"","1384","[152/202] Status & Redirection for /payments/in-flow-verify/{payment_in_flow}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1372","[136/202] Status & Redirection for /partner/profile/{partner}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1341","[173/202] Status & Redirection for /docs/show-all-pending-docs/{lead}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","3626","TC06 - Verify Product Category Filter","","2026-08-27","passed","2026-08-27","","CH/FO State-Wise Product Disbursal Report","",""
"","1306","[119/202] Status & Redirection for /lead/check-reg-no","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","5907","TC11 - Verify Platform Filter","","2026-08-27","passed","2026-08-27","","Partner Filter","",""
"","9859","TC01 - Fill Basic Details","","2026-08-27","passed","2026-08-27","","Create Partner","",""
"","1651","[35/202] Status & Redirection for /payments/employeeAccount","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1287","[145/202] Status & Redirection for /daily-target/show/{target_id?}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1082","[141/202] Status & Redirection for /pdf/download-file","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","2014","RTO Service should be healthy","","2026-08-27","passed","2026-08-27","","Production Services Health Check","",""
"","1467","[40/202] Status & Redirection for /pre_partner/summary","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1270","[111/202] Status & Redirection for /import/download/sample-center/{id}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1231","[142/202] Status & Redirection for /contract/proxy/{filename}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1930","[61/202] Status & Redirection for /reports/monthlyEmployeeReport","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1383","[64/202] Status & Redirection for /reports/partner-performance-dashboard","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","7047","TC04 - Verify Field Officer Filter","","2026-08-27","passed","2026-08-27","","TVS Dashboard Report","",""
"","15066","TC01 - Fill Pre-Onboarding Form","","2026-08-27","passed","2026-08-27","","Create Pre-Onboarding Partner","",""
"","1412","[127/202] Status & Redirection for /lead/create-mahindra-lead","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","0","TC04 - Verify CH Filter","","2026-08-27","skipped","2026-08-27","","Status v/s TAT Report Filters","",""
"","5471","TC05 - Verify Field Officer Filter","","2026-08-27","passed","2026-08-27","","Partner Summary Filter","",""
"","1384","[161/202] Status & Redirection for /payments/vms-outflow-confirm/{transaction_integration}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","0","TC07 - Verify Lender Filter","","2026-08-27","skipped","2026-08-27","","Status v/s TAT Report Filters","",""
"","1326","[144/202] Status & Redirection for /daily-target/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1417","[14/202] Status & Redirection for /document/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1220","[182/202] Status & Redirection for /incentive-plans/view/{incentive}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1003","[86/202] Status & Redirection for /reports/monthly-report/partner","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","5574","TC09 - Verify Penny Drop Filter","","2026-08-27","passed","2026-08-27","","Partner Filter","",""
"","1068","[148/202] Status & Redirection for /user/show/image","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1135","[87/202] Status & Redirection for /reports/last-login-report","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1147","[75/202] Status & Redirection for /user/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1576","[17/202] Status & Redirection for /fuel-incentive-configs","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","854","[193/202] Status & Redirection for /acl/permissions/delete/{id}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1237","[100/202] Status & Redirection for /reports/post-sales-dashboard/{state_name}/{parent_name}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","958","[197/202] Status & Redirection for /acl/roles/{user}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1625","[20/202] Status & Redirection for /incentive-details","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","2022","TC02 - Verify Mobile Number Filter","","2026-08-27","passed","2026-08-27","","Pre-Onboarding Filter Verification","",""
"","1712","[27/202] Status & Redirection for /lead/mobile-lead-status","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","302","FO Backend Service should be healthy","","2026-08-27","passed","2026-08-27","","Production Services Health Check","",""
"","1439","[130/202] Status & Redirection for /general_controller/get-sub-reasons","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","800","[156/202] Status & Redirection for /payments/out-flow-verify-{step}/{payment_detail}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","4204","TC02 - Verify Partner Type Filter","","2026-08-27","passed","2026-08-27","","Partner Filter","",""
"","1377","[121/202] Status & Redirection for /lead/mobile-lead-listing","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","21886","TC01 - Verify Name Filter","","2026-08-27","passed","2026-08-27","","Pre-Onboarding Filter Verification","",""
"","5912","TC12 - Verify SPOC Status Filter","","2026-08-27","passed","2026-08-27","","Partner Filter","",""
"","1273","[140/202] Status & Redirection for /pdf/download","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","10146","TC06 - Verify Multiple Filters Together","","2026-08-27","passed","2026-08-27","","TVS Dashboard Report","",""
"","3887","TC04 - Verify FO Role Filter","","2026-08-27","passed","2026-08-27","","FO Productivity Report","",""
"","4384","TC03 - Verify Partner Filter","","2026-08-27","passed","2026-08-27","","MoM State-Wise Disbursal Report","",""
"","","TC01 - Verify Date Range Filter","","","failed","","","Product Disbursal Report","",""
"","6250","TC02 - Verify Vehicle Type Filter","","2026-08-27","passed","2026-08-27","","Center Data Report","",""
"","86","TC06 - Verify URL contains  after applying filter","","2026-08-27","passed","2026-08-27","","Partner Summary Filter","",""
"","","TC01 - Verify Date Range Filter","","","failed","","","Status v/s TAT Report Filters","",""
"","1273","[123/202] Status & Redirection for /lead/rc-limit-pending/{lead}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1935","TC03 - Verify Partner Type Filter","","2026-08-27","passed","2026-08-27","","Pre-Onboarding Filter Verification","",""
"","1398","[25/202] Status & Redirection for /lead/crmsIndex","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","3520","TC02 - Verify District Filter","","2026-08-27","passed","2026-08-27","","Last Login Report Filters","",""
"","1045","[85/202] Status & Redirection for /reports/monthlyPartnerReport","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","3496","TC03 - Verify District Filter","","2026-08-27","passed","2026-08-27","","Monthly Partner Report Filters","",""
"","1320","[95/202] Status & Redirection for /reports/all-punch-point","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1345","[132/202] Status & Redirection for /general_controller/check-mobile-in-system","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","10260","TC07 - Verify Reset Filter","","2026-08-27","passed","2026-08-27","","TVS Dashboard Report","",""
"","1269","[112/202] Status & Redirection for /import/download/sample-payout/{id}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1452","[202/202] Status & Redirection for /surepass_console/index","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1775","[189/202] Status & Redirection for /referrals-earn/create","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1312","[76/202] Status & Redirection for /user/create-agent","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","5623","TC01 - Verify State Filter","","2026-08-27","passed","2026-08-27","","LMTD vs MTD Report Filters","",""
"","1327","[52/202] Status & Redirection for /reports/lender-wise-funnel","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1397","[171/202] Status & Redirection for /finance-point/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1727","[46/202] Status & Redirection for /referrals-earn/create","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1458","[26/202] Status & Redirection for /lead/mahindra-leads","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","3262","TC05 - Verify Source Filter","","2026-08-27","passed","2026-08-27","","Lender Wise Funnel Report","",""
"","585","[84/202] Status & Redirection for /reports/monthOnMonthFoReport","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1202","[58/202] Status & Redirection for /reports/mom-channel-performance","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1171","[19/202] Status & Redirection for /import/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","3860","TC04 - Verify Cluster Head Filter","","2026-08-27","passed","2026-08-27","","Partner Summary Filter","",""
"","1270","[120/202] Status & Redirection for /lead/mobile-lead-status","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1407","[174/202] Status & Redirection for /docs/show-pending-docs/{lead}","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1518","[36/202] Status & Redirection for /payouts/all","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","1224","[165/202] Status & Redirection for /payouts/payout-config-dashboard","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
"","4505","TC03 - Verify Field Officer Filter","","2026-08-27","passed","2026-08-27","","CH/FO State-Wise Product Disbursal Report","",""
"","1737","[101/202] Status & Redirection for /reports/mom-state-disbursal","","2026-08-27","passed","2026-08-27","","URL Redirection and Status Code Capture","",""
