"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4766","TestCase 7.4: Select RTO Work Option","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 3: Field Officer - Login to Ops Check Pending Validations","",""
"","1097","TestCase 3.5: Enter Remark for Applicant","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","786","TestCase 2.11: Select Year (2022)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","998","TestCase 9.13: Tenure - Positive Validation (Valid tenure: 20)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","2983","TestCase 5.3: Select Lender (Kogta)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","2486","TestCase 2.12: Click Next - Proceed to Step 3","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","1158","TestCase 9.16: Interest Rate - BVA Min Boundary (Exactly 1)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","3721","TestCase 2.9: Select Brand (Mahindra)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2417","TestCase 9.7: Upload RC Proof","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","4416","TestCase 1.13: Select Source Dropdown (Direct)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","11225","TestCase 8.20: OPS Form - Upload Vahan Check Image","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","failed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","1447","TestCase 3.2: Aadhaar Field - Negative Format Validation (Invalid Aadhaar)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2452","TestCase 1.9: Mobile Field - Positive Validation (Valid 10-digit mobile)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","986","TestCase 9.11: Tenure - BVA Min Boundary (Exactly 6)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","2023","TestCase 8.7: OPS Form - Select Hypothecation (No)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","6548","TestCase 10.3: Open Latest Lead via Three Dot Menu","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 6: Retail Support Team - Final Disbursement","",""
"","1694","TestCase 3.1: PAN Field - Negative Format Validation (Invalid PAN)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2476","TestCase 9.6: Upload Declaration Proof","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","587","TestCase 5.6: Enter CIBIL Score (750)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","1082","TestCase 9.14: Interest Rate - Negative Validation (Zero: 0)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","8498","TestCase 1.2: Navigate to Create Lead Page","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","1085","TestCase 9.18: Interest Rate - Positive Validation (Valid rate: 15)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","1678","TestCase 8.21: OPS Form - Final Submit (Status -> APPROVED)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","failed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","7695","TestCase 1.1: Field Officer Login","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2786","TestCase 5.2: Select FI Status","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","2451","TestCase 1.5: Name Field - Positive Validation (Accepts valid name)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2374","TestCase 1.15: Click Next - Proceed to Step 2","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","3577","TestCase 2.10: Select Model (235 DI)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","763","TestCase 6.1: FI to Login - Enter Application ID","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","1033","TestCase 9.10: Tenure - Negative Validation (Above maximum: 121 > 120)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","11196","TestCase 8.10: OPS Form - Select Fitness (Required)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","failed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","1139","TestCase 9.15: Interest Rate - Negative Validation (Above maximum: 31 > 30)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","6683","TestCase 9.3: Open Latest Lead via Three Dot Menu","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","1208","TestCase 2.2: Loan Amount - Negative Validation (Above maximum: 999001 > 999000)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","1343","TestCase 4.2: Select RTR (Good)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","1126","TestCase 9.12: Tenure - BVA Max Boundary (Exactly 120)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","4580","TestCase 1.14: Select Agent Dropdown (Field)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","20557","TestCase 10.6: Submit Lead - Final Disbursement (Status -> DISBURSED)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 6: Retail Support Team - Final Disbursement","",""
"","1280","TestCase 6.3: FI to Login - Loan Amount Negative Validation (Above maximum: 1000000 > 999000)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","583","TestCase 6.4: FI to Login - Enter Valid Loan Amount","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","110","TestCase 1.3: Verify Create Lead URL & Step 1 Visible","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","686","TestCase 7.2: Enter Engine Number","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 3: Field Officer - Login to Ops Check Pending Validations","",""
"","11141","TestCase 8.16: OPS Form - Select Final Approval 1 (Yes)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","failed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","1101","TestCase 9.17: Interest Rate - BVA Max Boundary (Exactly 30)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","4557","TestCase 5.7: Click Move To Next - Complete FI Flow","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","1974","TestCase 8.6: OPS Form - Select Blacklist Status (No)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","11124","TestCase 9.1: Field Officer Re-login","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","20791","TestCase 9.21: Submit Lead to Verification Pending","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","5595","TestCase 10.4: Click Edit Button on Latest Lead","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 6: Retail Support Team - Final Disbursement","",""
"","11353","TestCase 8.11: OPS Form - Select Registration Status (Active)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","failed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","1317","TestCase 7.3: RTO Work Mandatory Selection Validation (Submit without RTO)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 3: Field Officer - Login to Ops Check Pending Validations","",""
"","11963","TestCase 10.2: Navigate to All Leads Page","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 6: Retail Support Team - Final Disbursement","",""
"","579","TestCase 2.5: Loan Amount - Positive Validation (Valid amount: 500000)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","588","TestCase 7.5: NOC Status - Click Not Required Checkbox","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 3: Field Officer - Login to Ops Check Pending Validations","",""
"","1439","TestCase 6.5: FI to Login - Enter Remarks","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","9875","TestCase 8.1: OPS Team Login","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","11153","TestCase 10.1: Retail Support Team Login","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 6: Retail Support Team - Final Disbursement","",""
"","1938","TestCase 8.8: OPS Form - Select Insurance (Required)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","5446","TestCase 7.7: Click Final Next - Proceed to Submit","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 3: Field Officer - Login to Ops Check Pending Validations","",""
"","2205","TestCase 8.14: OPS Form - Select RC Mismatch (No)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","11326","TestCase 8.18: OPS Form - Operation Cost Mandatory Validation (Submit without cost)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","failed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","1924","TestCase 8.5: OPS Form - Select RC Available","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","6285","TestCase 9.4: Click Edit Button on Latest Lead","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-08-27","passed","2026-08-27","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
