"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5258","TC02 - Verify Partner Type Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","3510","TC04 - Verify Field Officer Filter","","2026-07-17","passed","2026-07-17","","TVS Dashboard Report","",""
"","757","API 10: MasterData - Vehicles","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","983","API 16: MasterData - Tehsils","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","27949","Verify Date Range","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","14804","TC01 - Fill Pre-Onboarding Form","","2026-07-17","passed","2026-07-17","","Create Pre-Onboarding Partner","",""
"","6057","TC13 - Verify App Downloaded Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","3948","TC02 - Verify Last Updated Filter","","2026-07-17","passed","2026-07-17","","Partner Summary Filter","",""
"","5489","TC06 - Verify Partner Type Filter","","2026-07-17","passed","2026-07-17","","Partner Summary Filter","",""
"","3370","TC06 - Verify Partner Filter","","2026-07-17","passed","2026-07-17","","Status v/s TAT Report Filters","",""
"","781","API 20: MasterData - Punch-in Meeting Reasons","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","2157","Verify Name Filter","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","7776","raises an outflow for the captured RC number","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","passed","2026-07-17","","Outflow — Bank Info & Document Upload","",""
"","1247","TC01 - Verify Date Range Filter","","2026-07-17","passed","2026-07-17","","TVS Dashboard Report","",""
"","6661","TC12 - Verify SPOC Status Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","12573","adds a remark and approves Verify 2","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","failed","2026-07-17","","Outflow — Verify 2","",""
"","3342","Verify Spoc","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","181611","Should visit each endpoint, combine with baseUrl, capture status code, and generate report","","2026-07-17","passed","2026-07-17","","URL Redirection and Status Code Capture","",""
"","1907","Verify Date Range Filter","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","1335","Reset Filter","","2026-07-17","passed","2026-07-17","","Last Login Report Filters","",""
"","6583","TC09 - Verify Penny Drop Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","3434","TC07 - Verify Lender Filter","","2026-07-17","passed","2026-07-17","","Status v/s TAT Report Filters","",""
"","249","API 5: Get Users","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","34130","Verify User Status","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","4901","Verify Field Officer","","2026-07-17","passed","2026-07-17","","Lead Filters Validation - PL Leads","",""
"","4918","TC07 - Verify Field Officer Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","4552","TC03 - Verify Partner Filter","","2026-07-17","passed","2026-07-17","","MoM State-Wise Disbursal Report","",""
"","11431","verifies the inflow and confirms success","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","passed","2026-07-17","","Inflow","",""
"","743","API 13: MasterData - Years","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","3136","TC02 - Verify District Filter","","2026-07-17","passed","2026-07-17","","Last Login Report Filters","",""
"","45742","Verify Role","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","3147","TC05 - Verify Data Type Filter","","2026-07-17","passed","2026-07-17","","Monthly Employee Report Filters","",""
"","33136","Verify Lender Confirmation","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","1290","TC05 - Verify Cluster Head Filter","","2026-07-17","passed","2026-07-17","","Pre-Onboarding Filter Verification","",""
"","950","API 19: MasterData - Punch-in Sub-Reasons","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","5191","TC02 - Verify State Filter","","2026-07-17","passed","2026-07-17","","Status v/s TAT Report Filters","",""
"","452","API 3: Login User","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","2073","TC03 - Verify Partner Type Filter","","2026-07-17","passed","2026-07-17","","Pre-Onboarding Filter Verification","",""
"","4661","creates an inflow entry","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","passed","2026-07-17","","Inflow","",""
"","3167","TC04 - Verify Product Category Filter","","2026-07-17","passed","2026-07-17","","Product Disbursal Report","",""
"","5044","TC03 - Verify Partner Creation","","2026-07-17","passed","2026-07-17","","Create Pre-Onboarding Partner","",""
"","0","Verify CRMS Status","","2026-07-17","skipped","2026-07-17","","Lead Filters Validation - New Page","",""
"","5697","TC03 - Verify Field Officer Filter","","2026-07-17","passed","2026-07-17","","CH/FO State-Wise Product Disbursal Report","",""
"","6414","TC03 - Verify State Filter","","2026-07-17","passed","2026-07-17","","Partner Summary Filter","",""
"","10848","TC01 - Fill Basic Details","","2026-07-17","passed","2026-07-17","","Create Partner","",""
"","1890","TC02 - Verify Mobile Number Filter","","2026-07-17","passed","2026-07-17","","Pre-Onboarding Filter Verification","",""
"","0","Verify State & District (Lead)","","2026-07-17","skipped","2026-07-17","","Lead Filters Validation - New Page","",""
"","5296","uploads all required documents and approves payment type","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","passed","2026-07-17","","Outflow — Bank Info & Document Upload","",""
"","34295","Verify Center Data","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","2880","TC04 - Verify CH Filter","","2026-07-17","passed","2026-07-17","","Status v/s TAT Report Filters","",""
"","59868","TC04 - Upload KYC Documents","","2026-07-17","passed","2026-07-17","","Create Partner","",""
"","3569","TC05 - Verify Product Category Filter","","2026-07-17","passed","2026-07-17","","FO Report Filters","",""
"","3280","TC06 - Verify Lender Filter","","2026-07-17","passed","2026-07-17","","Lender Wise Funnel Report","",""
"","3390","TC02 - Verify Lender Filter","","2026-07-17","passed","2026-07-17","","MoM State-Wise Disbursal Report","",""
"","2351","Verify Mobile","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","778","API 14: MasterData - States","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","3931","TC04 - Verify FO Role Filter","","2026-07-17","passed","2026-07-17","","FO Productivity Report","",""
"","7686","TC02 - Verify Name Filter","","2026-07-17","passed","2026-07-17","","Finance Point Report","",""
"","3073","TC07 - Verify FO/SPOC Filter","","2026-07-17","passed","2026-07-17","","Monthly Partner Report Filters","",""
"","3213","TC03 - Verify Cluster Head Filter","","2026-07-17","passed","2026-07-17","","TVS Dashboard Report","",""
"","3336","TC08 - Verify User Status Filter","","2026-07-17","passed","2026-07-17","","Monthly Partner Report Filters","",""
"","11538","Create Lead Successfully","","2026-07-17","failed","2026-07-17","","User Form - Create User Validation","",""
"","3824","TC05 - Verify District Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","35390","Verify Application Status","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","3146","TC03 - Verify Zone Filter","","2026-07-17","passed","2026-07-17","","Product Disbursal Report","",""
"","380","API 4: Delete User","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","0","Verify Reg No","","2026-07-17","skipped","2026-07-17","","Lead Filters Validation - New Page","",""
"","2068","Verify Mobile Filter","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","6511","TC06 - Verify Multiple Filters Together","","2026-07-17","passed","2026-07-17","","TVS Dashboard Report","",""
"","1008","API 18: MasterData - Punch-in Reasons","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","7209","TC03 - Verify Status Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","1102","API 9: Incentive Eligibility and Fuel Allowance","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","34061","Verify Lead Platform","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","0","Verify State (SPOC)","","2026-07-17","skipped","2026-07-17","","Lead Filters Validation - New Page","",""
"","3532","TC05 - Verify Status Filter","","2026-07-17","passed","2026-07-17","","Last Login Report Filters","",""
"","14834","Verify state(spoc)","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","4900","TC03 - Verify Center Filter","","2026-07-17","passed","2026-07-17","","Center Data Report","",""
"","9845","TC06 - Verify Status Filter","","2026-07-17","passed","2026-07-17","","Finance Point Report","",""
"","5948","TC11 - Verify Platform Filter","","2026-07-17","passed","2026-07-17","","Partner Filter","",""
"","3159","TC06 - Verify Platform Filter","","2026-07-17","passed","2026-07-17","","Partner Report Filters","",""
"","12568","completes ops verification and approves","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","failed","2026-07-17","","Outflow — Ops Verification","",""
"","32230","Verify Ops Rejected","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","3396","TC02 - Verify Zone Filter","","2026-07-17","passed","2026-07-17","","LMTD vs MTD Report Filters","",""
"","17091","Verify Product Category Filter","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","81","TC06 - Verify URL contains  after applying filter","","2026-07-17","passed","2026-07-17","","Partner Summary Filter","",""
"","43116","Verify Vehicle Type","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","13333","TC01 - Verify Name Filter","","2026-07-17","passed","2026-07-17","","Pre-Onboarding Filter Verification","",""
"","3067","TC06 - Verify Lender Name Filter","","2026-07-17","passed","2026-07-17","","Product Disbursal Report","",""
"","26129","Verify Registration Number","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","4726","TC01 - Verify Year Filter","","2026-07-17","passed","2026-07-17","","FO Productivity Report","",""
"","3217","TC04 - Verify District Filter","","2026-07-17","passed","2026-07-17","","Monthly Employee Report Filters","",""
"","12153","enters retail hold amount, freezes it and approves Verify 1","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","failed","2026-07-17","","Outflow — Verify 1","",""
"","3240","TC05 - Verify Field Officer Filter","","2026-07-17","passed","2026-07-17","","Status v/s TAT Report Filters","",""
"","2642","API 6: Monthly Performance Overview","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","33114","Verify PDD Status","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","23185","LoanAmount_filter","","2026-07-17","passed","2026-07-17","","","",""
"","3524","TC02 - Verify Date Type Filter","","2026-07-17","passed","2026-07-17","","TVS Dashboard Report","",""
"","2435","API 7: Attendance Summary","","2026-07-17","passed","2026-07-17","","🔐 Dynamic API Tests from CSV","",""
"","3348","TC05 - Verify Active Partners Filter","","2026-07-17","passed","2026-07-17","","Monthly Partner Report Filters","",""
"","3220","TC05 - Verify Source Filter","","2026-07-17","passed","2026-07-17","","Lender Wise Funnel Report","",""
"","17125","finds an eligible lead and opens the payments page","Full Payment Flow — Inflow → Outflow (Used Vehicle / Disbursed)","2026-07-17","passed","2026-07-17","","Inflow","",""
"","5196","TC05 - Verify Zone Filter","","2026-07-17","passed","2026-07-17","","CH/FO State-Wise Product Disbursal Report","",""
"","12655","TC03 - Fill Bank Details","","2026-07-17","passed","2026-07-17","","Create Partner","",""
"","38108","Verify Payout Status","","2026-07-17","passed","2026-07-17","","Lead Filters Validation","",""
"","13101","TC01 - Verify Registration Number Filter","","2026-07-17","passed","2026-07-17","","Center Data Report","",""
