"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9950","TC05 - Verify Active Partners Filter","","2026-09-14","passed","2026-09-14","","Monthly Partner Report Filters","",""
"","9537","TestCase 9.2: Navigate to All Leads Page","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","3687","TC06 - Verify Product Category Filter","","2026-09-14","passed","2026-09-14","","CH/FO State-Wise Product Disbursal Report","",""
"","1926","[140/202] Status & Redirection for /pdf/download","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","1729","TestCase 1.2: Partner Name - Negative Validation (Reject invalid special characters: @#$%)","Create Partner - Detailed End-to-End Validation Checks with Negative & Edge Cases","2026-09-14","passed","2026-09-14","","Stage 1: Basic Details & Name Field Validations","",""
"","1304","[33/202] Status & Redirection for /partner/support","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","3653","TC01 - Verify Navigate to Referral Query page and initial form elements","","2026-09-14","passed","2026-09-14","","HR Point - Referral Query Creation & Validation","",""
"","1143","[172/202] Status & Redirection for /docs/all-pending-docs","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","2094","Reset Filter","","2026-09-14","passed","2026-09-14","","Last Login Report Filters","",""
"","1267","TestCase 1.6: Mobile Field - Negative Validation (Less than 10 digits)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2662","TC06 - Verify Upload CV and Experience Documents file attachments","","2026-09-14","passed","2026-09-14","","HR Point - Referral Query Creation & Validation","",""
"","1302","[109/202] Status & Redirection for /import/download/{id}","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","1030","[185/202] Status & Redirection for /raise-queries/user-query-report","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","1187","[110/202] Status & Redirection for /import/download/error/{id}","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","8659","TC03 - Verify Mobile Number Filter","","2026-09-14","passed","2026-09-14","","HR Point - Referral List Filters","",""
"","1168","[40/202] Status & Redirection for /pre_partner/summary","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","2972","TC07 - Verify Remarks input and character entry","","2026-09-14","passed","2026-09-14","","HR Point - Raise Query Creation & FAQ Verification","",""
"","696","TestCase 3.5: Enter Remark for Applicant","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","1730","TestCase 8.13: OPS Form - Select Challan (No)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 4: OPS Team - Ops Check Field Validations & Approval","",""
"","1766","[135/202] Status & Redirection for /partner/edit/{partner}","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","3619","TC04 - Verify Product Category Filter","","2026-09-14","passed","2026-09-14","","Product Disbursal Report","",""
"","5154","TC08 - Verify Product Category Filter","","2026-09-14","passed","2026-09-14","","Monthly Employee Report Filters","",""
"","1143","[56/202] Status & Redirection for /reports/lmtd-vs-mtd-hierarchy","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","430","TestCase 6.1: FI to Login - Enter Application ID","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 2: FI Flow & FI to Login Stage Validations","",""
"","6757","TC02 - Verify Vehicle Type Filter","","2026-09-14","passed","2026-09-14","","Center Data Report","",""
"","856","TestCase 9.12: Tenure - BVA Max Boundary (Exactly 120)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 5: Field Officer - Approved to Verification Pending Validations","",""
"","1929","[19/202] Status & Redirection for /import/all","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
"","5414","TC02 - Verify Last Updated Filter","","2026-09-14","passed","2026-09-14","","Partner Summary Filter","",""
"","219","TestCase 2.6: Select Used Vehicle Option","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","2420","TestCase 1.5: Name Field - Positive Validation (Accepts valid name)","Complete Used Vehicle Lead Journey - Multi Role Flow with Detailed Validation Checks","2026-09-14","passed","2026-09-14","","Stage 1: Lead Creation & Step-by-Step Field Validations","",""
"","1137","[174/202] Status & Redirection for /docs/show-pending-docs/{lead}","","2026-09-14","passed","2026-09-14","","URL Redirection and Status Code Capture","",""
